Time,Activity
2017-05-05 12:00:00,51.0
2017-05-05 12:00:30,66.0
2017-05-05 12:01:00,82.0
2017-05-05 12:01:30,134.0
2017-05-05 12:02:00,0.0
2017-05-05 12:02:30,0.0
2017-05-05 12:03:00,5.0
2017-05-05 12:03:30,73.0
2017-05-05 12:04:00,204.0
2017-05-05 12:04:30,0.0
2017-05-05 12:05:00,0.0
2017-05-05 12:05:30,0.0
2017-05-05 12:06:00,0.0
2017-05-05 12:06:30,82.0
2017-05-05 12:07:00,0.0
2017-05-05 12:07:30,0.0
2017-05-05 12:08:00,0.0
2017-05-05 12:08:30,0.0
2017-05-05 12:09:00,0.0
2017-05-05 12:09:30,57.0
2017-05-05 12:10:00,0.0
2017-05-05 12:10:30,0.0
2017-05-05 12:11:00,0.0
2017-05-05 12:11:30,17.0
2017-05-05 12:12:00,6.0
2017-05-05 12:12:30,329.0
2017-05-05 12:13:00,503.0
2017-05-05 12:13:30,812.0
2017-05-05 12:14:00,553.0
2017-05-05 12:14:30,839.0
2017-05-05 12:15:00,714.0
2017-05-05 12:15:30,387.0
2017-05-05 12:16:00,70.0
2017-05-05 12:16:30,487.0
2017-05-05 12:17:00,297.0
2017-05-05 12:17:30,340.0
2017-05-05 12:18:00,191.0
2017-05-05 12:18:30,185.0
2017-05-05 12:19:00,149.0
2017-05-05 12:19:30,362.0
2017-05-05 12:20:00,503.0
2017-05-05 12:20:30,375.0
2017-05-05 12:21:00,340.0
2017-05-05 12:21:30,471.0
2017-05-05 12:22:00,608.0
2017-05-05 12:22:30,185.0
2017-05-05 12:23:00,714.0
2017-05-05 12:23:30,670.0
2017-05-05 12:24:00,762.0
2017-05-05 12:24:30,76.0
2017-05-05 12:25:00,362.0
2017-05-05 12:25:30,427.0
2017-05-05 12:26:00,130.0
2017-05-05 12:26:30,471.0
2017-05-05 12:27:00,362.0
2017-05-05 12:27:30,288.0
2017-05-05 12:28:00,455.0
2017-05-05 12:28:30,36.0
2017-05-05 12:29:00,40.0
2017-05-05 12:29:30,33.0
2017-05-05 12:30:00,46.0
2017-05-05 12:30:30,149.0
2017-05-05 12:31:00,670.0
2017-05-05 12:31:30,536.0
2017-05-05 12:32:00,714.0
2017-05-05 12:32:30,692.0
2017-05-05 12:33:00,471.0
2017-05-05 12:33:30,198.0
2017-05-05 12:34:00,57.0
2017-05-05 12:34:30,362.0
2017-05-05 12:35:00,487.0
2017-05-05 12:35:30,471.0
2017-05-05 12:36:00,553.0
2017-05-05 12:36:30,536.0
2017-05-05 12:37:00,629.0
2017-05-05 12:37:30,455.0
2017-05-05 12:38:00,812.0
2017-05-05 12:38:30,649.0
2017-05-05 12:39:00,387.0
2017-05-05 12:39:30,518.0
2017-05-05 12:40:00,375.0
2017-05-05 12:40:30,518.0
2017-05-05 12:41:00,172.0
2017-05-05 12:41:30,259.0
2017-05-05 12:42:00,269.0
2017-05-05 12:42:30,243.0
2017-05-05 12:43:00,518.0
2017-05-05 12:43:30,288.0
2017-05-05 12:44:00,362.0
2017-05-05 12:44:30,441.0
2017-05-05 12:45:00,329.0
2017-05-05 12:45:30,318.0
2017-05-05 12:46:00,318.0
2017-05-05 12:46:30,375.0
2017-05-05 12:47:00,553.0
2017-05-05 12:47:30,589.0
2017-05-05 12:48:00,235.0
2017-05-05 12:48:30,400.0
2017-05-05 12:49:00,251.0
2017-05-05 12:49:30,412.0
2017-05-05 12:50:00,329.0
2017-05-05 12:50:30,243.0
2017-05-05 12:51:00,269.0
2017-05-05 12:51:30,570.0
2017-05-05 12:52:00,608.0
2017-05-05 12:52:30,714.0
2017-05-05 12:53:00,487.0
2017-05-05 12:53:30,589.0
2017-05-05 12:54:00,503.0
2017-05-05 12:54:30,570.0
2017-05-05 12:55:00,503.0
2017-05-05 12:55:30,455.0
2017-05-05 12:56:00,471.0
2017-05-05 12:56:30,487.0
2017-05-05 12:57:00,487.0
2017-05-05 12:57:30,589.0
2017-05-05 12:58:00,503.0
2017-05-05 12:58:30,455.0
2017-05-05 12:59:00,455.0
2017-05-05 12:59:30,503.0
2017-05-05 13:00:00,455.0
2017-05-05 13:00:30,487.0
2017-05-05 13:01:00,362.0
2017-05-05 13:01:30,400.0
2017-05-05 13:02:00,487.0
2017-05-05 13:02:30,455.0
2017-05-05 13:03:00,387.0
2017-05-05 13:03:30,441.0
2017-05-05 13:04:00,318.0
2017-05-05 13:04:30,362.0
2017-05-05 13:05:00,329.0
2017-05-05 13:05:30,307.0
2017-05-05 13:06:00,269.0
2017-05-05 13:06:30,329.0
2017-05-05 13:07:00,27.0
2017-05-05 13:07:30,340.0
2017-05-05 13:08:00,185.0
2017-05-05 13:08:30,101.0
2017-05-05 13:09:00,191.0
2017-05-05 13:09:30,66.0
2017-05-05 13:10:00,185.0
2017-05-05 13:10:30,259.0
2017-05-05 13:11:00,166.0
2017-05-05 13:11:30,307.0
2017-05-05 13:12:00,412.0
2017-05-05 13:12:30,387.0
2017-05-05 13:13:00,340.0
2017-05-05 13:13:30,518.0
2017-05-05 13:14:00,487.0
2017-05-05 13:14:30,455.0
2017-05-05 13:15:00,570.0
2017-05-05 13:15:30,536.0
2017-05-05 13:16:00,455.0
2017-05-05 13:16:30,553.0
2017-05-05 13:17:00,536.0
2017-05-05 13:17:30,553.0
2017-05-05 13:18:00,518.0
2017-05-05 13:18:30,471.0
2017-05-05 13:19:00,441.0
2017-05-05 13:19:30,629.0
2017-05-05 13:20:00,518.0
2017-05-05 13:20:30,553.0
2017-05-05 13:21:00,441.0
2017-05-05 13:21:30,570.0
2017-05-05 13:22:00,387.0
2017-05-05 13:22:30,340.0
2017-05-05 13:23:00,307.0
2017-05-05 13:23:30,139.0
2017-05-05 13:24:00,318.0
2017-05-05 13:24:30,153.0
2017-05-05 13:25:00,351.0
2017-05-05 13:25:30,387.0
2017-05-05 13:26:00,149.0
2017-05-05 13:26:30,130.0
2017-05-05 13:27:00,144.0
2017-05-05 13:27:30,172.0
2017-05-05 13:28:00,32.0
2017-05-05 13:28:30,134.0
2017-05-05 13:29:00,125.0
2017-05-05 13:29:30,111.0
2017-05-05 13:30:00,49.0
2017-05-05 13:30:30,0.0
2017-05-05 13:31:00,0.0
2017-05-05 13:31:30,288.0
2017-05-05 13:32:00,235.0
2017-05-05 13:32:30,82.0
2017-05-05 13:33:00,24.0
2017-05-05 13:33:30,54.0
2017-05-05 13:34:00,0.0
2017-05-05 13:34:30,30.0
2017-05-05 13:35:00,120.0
2017-05-05 13:35:30,82.0
2017-05-05 13:36:00,27.0
2017-05-05 13:36:30,204.0
2017-05-05 13:37:00,134.0
2017-05-05 13:37:30,120.0
2017-05-05 13:38:00,269.0
2017-05-05 13:38:30,115.0
2017-05-05 13:39:00,375.0
2017-05-05 13:39:30,259.0
2017-05-05 13:40:00,130.0
2017-05-05 13:40:30,92.0
2017-05-05 13:41:00,85.0
2017-05-05 13:41:30,54.0
2017-05-05 13:42:00,51.0
2017-05-05 13:42:30,130.0
2017-05-05 13:43:00,63.0
2017-05-05 13:43:30,66.0
2017-05-05 13:44:00,27.0
2017-05-05 13:44:30,47.0
2017-05-05 13:45:00,115.0
2017-05-05 13:45:30,318.0
2017-05-05 13:46:00,362.0
2017-05-05 13:46:30,120.0
2017-05-05 13:47:00,204.0
2017-05-05 13:47:30,191.0
2017-05-05 13:48:00,536.0
2017-05-05 13:48:30,115.0
2017-05-05 13:49:00,269.0
2017-05-05 13:49:30,518.0
2017-05-05 13:50:00,536.0
2017-05-05 13:50:30,589.0
2017-05-05 13:51:00,536.0
2017-05-05 13:51:30,553.0
2017-05-05 13:52:00,518.0
2017-05-05 13:52:30,670.0
2017-05-05 13:53:00,487.0
2017-05-05 13:53:30,518.0
2017-05-05 13:54:00,487.0
2017-05-05 13:54:30,228.0
2017-05-05 13:55:00,329.0
2017-05-05 13:55:30,589.0
2017-05-05 13:56:00,649.0
2017-05-05 13:56:30,570.0
2017-05-05 13:57:00,307.0
2017-05-05 13:57:30,259.0
2017-05-05 13:58:00,92.0
2017-05-05 13:58:30,400.0
2017-05-05 13:59:00,487.0
2017-05-05 13:59:30,518.0
2017-05-05 14:00:00,375.0
2017-05-05 14:00:30,570.0
2017-05-05 14:01:00,570.0
2017-05-05 14:01:30,692.0
2017-05-05 14:02:00,503.0
2017-05-05 14:02:30,839.0
2017-05-05 14:03:00,427.0
2017-05-05 14:03:30,297.0
2017-05-05 14:04:00,212.0
2017-05-05 14:04:30,278.0
2017-05-05 14:05:00,101.0
2017-05-05 14:05:30,179.0
2017-05-05 14:06:00,160.0
2017-05-05 14:06:30,130.0
2017-05-05 14:07:00,172.0
2017-05-05 14:07:30,106.0
2017-05-05 14:08:00,153.0
2017-05-05 14:08:30,134.0
2017-05-05 14:09:00,40.0
2017-05-05 14:09:30,33.0
2017-05-05 14:10:00,185.0
2017-05-05 14:10:30,41.0
2017-05-05 14:11:00,70.0
2017-05-05 14:11:30,79.0
2017-05-05 14:12:00,36.0
2017-05-05 14:12:30,95.0
2017-05-05 14:13:00,204.0
2017-05-05 14:13:30,27.0
2017-05-05 14:14:00,120.0
2017-05-05 14:14:30,120.0
2017-05-05 14:15:00,63.0
2017-05-05 14:15:30,185.0
2017-05-05 14:16:00,95.0
2017-05-05 14:16:30,111.0
2017-05-05 14:17:00,27.0
2017-05-05 14:17:30,125.0
2017-05-05 14:18:00,172.0
2017-05-05 14:18:30,115.0
2017-05-05 14:19:00,139.0
2017-05-05 14:19:30,70.0
2017-05-05 14:20:00,98.0
2017-05-05 14:20:30,166.0
2017-05-05 14:21:00,179.0
2017-05-05 14:21:30,120.0
2017-05-05 14:22:00,160.0
2017-05-05 14:22:30,111.0
2017-05-05 14:23:00,134.0
2017-05-05 14:23:30,130.0
2017-05-05 14:24:00,115.0
2017-05-05 14:24:30,185.0
2017-05-05 14:25:00,172.0
2017-05-05 14:25:30,101.0
2017-05-05 14:26:00,134.0
2017-05-05 14:26:30,95.0
2017-05-05 14:27:00,57.0
2017-05-05 14:27:30,134.0
2017-05-05 14:28:00,179.0
2017-05-05 14:28:30,95.0
2017-05-05 14:29:00,101.0
2017-05-05 14:29:30,49.0
2017-05-05 14:30:00,130.0
2017-05-05 14:30:30,185.0
2017-05-05 14:31:00,130.0
2017-05-05 14:31:30,111.0
2017-05-05 14:32:00,95.0
2017-05-05 14:32:30,41.0
2017-05-05 14:33:00,73.0
2017-05-05 14:33:30,82.0
2017-05-05 14:34:00,134.0
2017-05-05 14:34:30,79.0
2017-05-05 14:35:00,204.0
2017-05-05 14:35:30,185.0
2017-05-05 14:36:00,79.0
2017-05-05 14:36:30,160.0
2017-05-05 14:37:00,101.0
2017-05-05 14:37:30,95.0
2017-05-05 14:38:00,76.0
2017-05-05 14:38:30,66.0
2017-05-05 14:39:00,63.0
2017-05-05 14:39:30,79.0
2017-05-05 14:40:00,134.0
2017-05-05 14:40:30,73.0
2017-05-05 14:41:00,30.0
2017-05-05 14:41:30,51.0
2017-05-05 14:42:00,43.0
2017-05-05 14:42:30,139.0
2017-05-05 14:43:00,70.0
2017-05-05 14:43:30,204.0
2017-05-05 14:44:00,198.0
2017-05-05 14:44:30,115.0
2017-05-05 14:45:00,115.0
2017-05-05 14:45:30,85.0
2017-05-05 14:46:00,6.0
2017-05-05 14:46:30,17.0
2017-05-05 14:47:00,106.0
2017-05-05 14:47:30,101.0
2017-05-05 14:48:00,2.0
2017-05-05 14:48:30,115.0
2017-05-05 14:49:00,198.0
2017-05-05 14:49:30,36.0
2017-05-05 14:50:00,85.0
2017-05-05 14:50:30,73.0
2017-05-05 14:51:00,82.0
2017-05-05 14:51:30,115.0
2017-05-05 14:52:00,60.0
2017-05-05 14:52:30,60.0
2017-05-05 14:53:00,106.0
2017-05-05 14:53:30,160.0
2017-05-05 14:54:00,98.0
2017-05-05 14:54:30,51.0
2017-05-05 14:55:00,46.0
2017-05-05 14:55:30,172.0
2017-05-05 14:56:00,92.0
2017-05-05 14:56:30,130.0
2017-05-05 14:57:00,160.0
2017-05-05 14:57:30,66.0
2017-05-05 14:58:00,63.0
2017-05-05 14:58:30,106.0
2017-05-05 14:59:00,139.0
2017-05-05 14:59:30,41.0
2017-05-05 15:00:00,166.0
2017-05-05 15:00:30,88.0
2017-05-05 15:01:00,79.0
2017-05-05 15:01:30,153.0
2017-05-05 15:02:00,98.0
2017-05-05 15:02:30,70.0
2017-05-05 15:03:00,134.0
2017-05-05 15:03:30,95.0
2017-05-05 15:04:00,125.0
2017-05-05 15:04:30,73.0
2017-05-05 15:05:00,2.0
2017-05-05 15:05:30,0.0
2017-05-05 15:06:00,3.0
2017-05-05 15:06:30,82.0
2017-05-05 15:07:00,11.0
2017-05-05 15:07:30,115.0
2017-05-05 15:08:00,14.0
2017-05-05 15:08:30,120.0
2017-05-05 15:09:00,125.0
2017-05-05 15:09:30,191.0
2017-05-05 15:10:00,57.0
2017-05-05 15:10:30,57.0
2017-05-05 15:11:00,441.0
2017-05-05 15:11:30,536.0
2017-05-05 15:12:00,692.0
2017-05-05 15:12:30,738.0
2017-05-05 15:13:00,894.0
2017-05-05 15:13:30,518.0
2017-05-05 15:14:00,536.0
2017-05-05 15:14:30,455.0
2017-05-05 15:15:00,487.0
2017-05-05 15:15:30,144.0
2017-05-05 15:16:00,471.0
2017-05-05 15:16:30,204.0
2017-05-05 15:17:00,269.0
2017-05-05 15:17:30,243.0
2017-05-05 15:18:00,471.0
2017-05-05 15:18:30,198.0
2017-05-05 15:19:00,412.0
2017-05-05 15:19:30,297.0
2017-05-05 15:20:00,228.0
2017-05-05 15:20:30,166.0
2017-05-05 15:21:00,51.0
2017-05-05 15:21:30,318.0
2017-05-05 15:22:00,51.0
2017-05-05 15:22:30,98.0
2017-05-05 15:23:00,120.0
2017-05-05 15:23:30,259.0
2017-05-05 15:24:00,82.0
2017-05-05 15:24:30,111.0
2017-05-05 15:25:00,2.0
2017-05-05 15:25:30,5.0
2017-05-05 15:26:00,36.0
2017-05-05 15:26:30,0.0
2017-05-05 15:27:00,278.0
2017-05-05 15:27:30,70.0
2017-05-05 15:28:00,2.0
2017-05-05 15:28:30,14.0
2017-05-05 15:29:00,85.0
2017-05-05 15:29:30,70.0
2017-05-05 15:30:00,57.0
2017-05-05 15:30:30,259.0
2017-05-05 15:31:00,144.0
2017-05-05 15:31:30,115.0
2017-05-05 15:32:00,120.0
2017-05-05 15:32:30,139.0
2017-05-05 15:33:00,43.0
2017-05-05 15:33:30,73.0
2017-05-05 15:34:00,144.0
2017-05-05 15:34:30,149.0
2017-05-05 15:35:00,82.0
2017-05-05 15:35:30,115.0
2017-05-05 15:36:00,101.0
2017-05-05 15:36:30,82.0
2017-05-05 15:37:00,38.0
2017-05-05 15:37:30,235.0
2017-05-05 15:38:00,172.0
2017-05-05 15:38:30,106.0
2017-05-05 15:39:00,191.0
2017-05-05 15:39:30,2.0
2017-05-05 15:40:00,54.0
2017-05-05 15:40:30,40.0
2017-05-05 15:41:00,44.0
2017-05-05 15:41:30,172.0
2017-05-05 15:42:00,198.0
2017-05-05 15:42:30,340.0
2017-05-05 15:43:00,243.0
2017-05-05 15:43:30,185.0
2017-05-05 15:44:00,228.0
2017-05-05 15:44:30,125.0
2017-05-05 15:45:00,139.0
2017-05-05 15:45:30,41.0
2017-05-05 15:46:00,79.0
2017-05-05 15:46:30,51.0
2017-05-05 15:47:00,0.0
2017-05-05 15:47:30,57.0
2017-05-05 15:48:00,43.0
2017-05-05 15:48:30,33.0
2017-05-05 15:49:00,0.0
2017-05-05 15:49:30,49.0
2017-05-05 15:50:00,139.0
2017-05-05 15:50:30,82.0
2017-05-05 15:51:00,92.0
2017-05-05 15:51:30,33.0
2017-05-05 15:52:00,25.0
2017-05-05 15:52:30,101.0
2017-05-05 15:53:00,28.0
2017-05-05 15:53:30,66.0
2017-05-05 15:54:00,21.0
2017-05-05 15:54:30,17.0
2017-05-05 15:55:00,2.0
2017-05-05 15:55:30,16.0
2017-05-05 15:56:00,2.0
2017-05-05 15:56:30,0.0
2017-05-05 15:57:00,49.0
2017-05-05 15:57:30,98.0
2017-05-05 15:58:00,82.0
2017-05-05 15:58:30,101.0
2017-05-05 15:59:00,24.0
2017-05-05 15:59:30,220.0
2017-05-05 16:00:00,455.0
2017-05-05 16:00:30,387.0
2017-05-05 16:01:00,28.0
2017-05-05 16:01:30,198.0
2017-05-05 16:02:00,198.0
2017-05-05 16:02:30,278.0
2017-05-05 16:03:00,198.0
2017-05-05 16:03:30,589.0
2017-05-05 16:04:00,220.0
2017-05-05 16:04:30,70.0
2017-05-05 16:05:00,17.0
2017-05-05 16:05:30,191.0
2017-05-05 16:06:00,54.0
2017-05-05 16:06:30,22.0
2017-05-05 16:07:00,63.0
2017-05-05 16:07:30,19.0
2017-05-05 16:08:00,73.0
2017-05-05 16:08:30,111.0
2017-05-05 16:09:00,32.0
2017-05-05 16:09:30,38.0
2017-05-05 16:10:00,82.0
2017-05-05 16:10:30,19.0
2017-05-05 16:11:00,46.0
2017-05-05 16:11:30,30.0
2017-05-05 16:12:00,503.0
2017-05-05 16:12:30,243.0
2017-05-05 16:13:00,441.0
2017-05-05 16:13:30,220.0
2017-05-05 16:14:00,220.0
2017-05-05 16:14:30,455.0
2017-05-05 16:15:00,536.0
2017-05-05 16:15:30,441.0
2017-05-05 16:16:00,14.0
2017-05-05 16:16:30,40.0
2017-05-05 16:17:00,134.0
2017-05-05 16:17:30,125.0
2017-05-05 16:18:00,24.0
2017-05-05 16:18:30,6.0
2017-05-05 16:19:00,44.0
2017-05-05 16:19:30,54.0
2017-05-05 16:20:00,41.0
2017-05-05 16:20:30,27.0
2017-05-05 16:21:00,21.0
2017-05-05 16:21:30,54.0
2017-05-05 16:22:00,427.0
2017-05-05 16:22:30,153.0
2017-05-05 16:23:00,76.0
2017-05-05 16:23:30,95.0
2017-05-05 16:24:00,160.0
2017-05-05 16:24:30,19.0
2017-05-05 16:25:00,144.0
2017-05-05 16:25:30,144.0
2017-05-05 16:26:00,85.0
2017-05-05 16:26:30,115.0
2017-05-05 16:27:00,130.0
2017-05-05 16:27:30,66.0
2017-05-05 16:28:00,125.0
2017-05-05 16:28:30,160.0
2017-05-05 16:29:00,101.0
2017-05-05 16:29:30,106.0
2017-05-05 16:30:00,73.0
2017-05-05 16:30:30,115.0
2017-05-05 16:31:00,198.0
2017-05-05 16:31:30,88.0
2017-05-05 16:32:00,106.0
2017-05-05 16:32:30,54.0
2017-05-05 16:33:00,191.0
2017-05-05 16:33:30,51.0
2017-05-05 16:34:00,40.0
2017-05-05 16:34:30,76.0
2017-05-05 16:35:00,85.0
2017-05-05 16:35:30,115.0
2017-05-05 16:36:00,120.0
2017-05-05 16:36:30,166.0
2017-05-05 16:37:00,47.0
2017-05-05 16:37:30,63.0
2017-05-05 16:38:00,66.0
2017-05-05 16:38:30,54.0
2017-05-05 16:39:00,134.0
2017-05-05 16:39:30,63.0
2017-05-05 16:40:00,115.0
2017-05-05 16:40:30,70.0
2017-05-05 16:41:00,98.0
2017-05-05 16:41:30,101.0
2017-05-05 16:42:00,139.0
2017-05-05 16:42:30,139.0
2017-05-05 16:43:00,375.0
2017-05-05 16:43:30,570.0
2017-05-05 16:44:00,212.0
2017-05-05 16:44:30,427.0
2017-05-05 16:45:00,79.0
2017-05-05 16:45:30,160.0
2017-05-05 16:46:00,98.0
2017-05-05 16:46:30,33.0
2017-05-05 16:47:00,24.0
2017-05-05 16:47:30,54.0
2017-05-05 16:48:00,8.0
2017-05-05 16:48:30,98.0
2017-05-05 16:49:00,318.0
2017-05-05 16:49:30,329.0
2017-05-05 16:50:00,185.0
2017-05-05 16:50:30,220.0
2017-05-05 16:51:00,166.0
2017-05-05 16:51:30,220.0
2017-05-05 16:52:00,98.0
2017-05-05 16:52:30,318.0
2017-05-05 16:53:00,455.0
2017-05-05 16:53:30,166.0
2017-05-05 16:54:00,111.0
2017-05-05 16:54:30,92.0
2017-05-05 16:55:00,25.0
2017-05-05 16:55:30,51.0
2017-05-05 16:56:00,3.0
2017-05-05 16:56:30,11.0
2017-05-05 16:57:00,16.0
2017-05-05 16:57:30,21.0
2017-05-05 16:58:00,73.0
2017-05-05 16:58:30,8.0
2017-05-05 16:59:00,0.0
2017-05-05 16:59:30,2.0
2017-05-05 17:00:00,0.0
2017-05-05 17:00:30,0.0
2017-05-05 17:01:00,9.0
2017-05-05 17:01:30,6.0
2017-05-05 17:02:00,0.0
2017-05-05 17:02:30,6.0
2017-05-05 17:03:00,73.0
2017-05-05 17:03:30,106.0
2017-05-05 17:04:00,185.0
2017-05-05 17:04:30,387.0
2017-05-05 17:05:00,32.0
2017-05-05 17:05:30,54.0
2017-05-05 17:06:00,13.0
2017-05-05 17:06:30,22.0
2017-05-05 17:07:00,73.0
2017-05-05 17:07:30,6.0
2017-05-05 17:08:00,8.0
2017-05-05 17:08:30,41.0
2017-05-05 17:09:00,0.0
2017-05-05 17:09:30,21.0
2017-05-05 17:10:00,144.0
2017-05-05 17:10:30,11.0
2017-05-05 17:11:00,9.0
2017-05-05 17:11:30,3.0
2017-05-05 17:12:00,35.0
2017-05-05 17:12:30,9.0
2017-05-05 17:13:00,8.0
2017-05-05 17:13:30,82.0
2017-05-05 17:14:00,27.0
2017-05-05 17:14:30,307.0
2017-05-05 17:15:00,307.0
2017-05-05 17:15:30,73.0
2017-05-05 17:16:00,98.0
2017-05-05 17:16:30,22.0
2017-05-05 17:17:00,33.0
2017-05-05 17:17:30,27.0
2017-05-05 17:18:00,251.0
2017-05-05 17:18:30,101.0
2017-05-05 17:19:00,0.0
2017-05-05 17:19:30,2.0
2017-05-05 17:20:00,0.0
2017-05-05 17:20:30,0.0
2017-05-05 17:21:00,0.0
2017-05-05 17:21:30,3.0
2017-05-05 17:22:00,11.0
2017-05-05 17:22:30,3.0
2017-05-05 17:23:00,0.0
2017-05-05 17:23:30,2.0
2017-05-05 17:24:00,30.0
2017-05-05 17:24:30,40.0
2017-05-05 17:25:00,22.0
2017-05-05 17:25:30,0.0
2017-05-05 17:26:00,0.0
2017-05-05 17:26:30,17.0
2017-05-05 17:27:00,60.0
2017-05-05 17:27:30,13.0
2017-05-05 17:28:00,0.0
2017-05-05 17:28:30,17.0
2017-05-05 17:29:00,0.0
2017-05-05 17:29:30,22.0
2017-05-05 17:30:00,13.0
2017-05-05 17:30:30,0.0
2017-05-05 17:31:00,3.0
2017-05-05 17:31:30,25.0
2017-05-05 17:32:00,95.0
2017-05-05 17:32:30,0.0
2017-05-05 17:33:00,0.0
2017-05-05 17:33:30,101.0
2017-05-05 17:34:00,21.0
2017-05-05 17:34:30,63.0
2017-05-05 17:35:00,98.0
2017-05-05 17:35:30,0.0
2017-05-05 17:36:00,36.0
2017-05-05 17:36:30,5.0
2017-05-05 17:37:00,54.0
2017-05-05 17:37:30,79.0
2017-05-05 17:38:00,243.0
2017-05-05 17:38:30,6.0
2017-05-05 17:39:00,0.0
2017-05-05 17:39:30,0.0
2017-05-05 17:40:00,17.0
2017-05-05 17:40:30,40.0
2017-05-05 17:41:00,0.0
2017-05-05 17:41:30,0.0
2017-05-05 17:42:00,0.0
2017-05-05 17:42:30,95.0
2017-05-05 17:43:00,17.0
2017-05-05 17:43:30,51.0
2017-05-05 17:44:00,70.0
2017-05-05 17:44:30,2.0
2017-05-05 17:45:00,2.0
2017-05-05 17:45:30,0.0
2017-05-05 17:46:00,13.0
2017-05-05 17:46:30,149.0
2017-05-05 17:47:00,5.0
2017-05-05 17:47:30,0.0
2017-05-05 17:48:00,0.0
2017-05-05 17:48:30,0.0
2017-05-05 17:49:00,0.0
2017-05-05 17:49:30,14.0
2017-05-05 17:50:00,6.0
2017-05-05 17:50:30,11.0
2017-05-05 17:51:00,115.0
2017-05-05 17:51:30,32.0
2017-05-05 17:52:00,3.0
2017-05-05 17:52:30,11.0
2017-05-05 17:53:00,36.0
2017-05-05 17:53:30,101.0
2017-05-05 17:54:00,11.0
2017-05-05 17:54:30,2.0
2017-05-05 17:55:00,54.0
2017-05-05 17:55:30,51.0
2017-05-05 17:56:00,85.0
2017-05-05 17:56:30,51.0
2017-05-05 17:57:00,33.0
2017-05-05 17:57:30,27.0
2017-05-05 17:58:00,21.0
2017-05-05 17:58:30,76.0
2017-05-05 17:59:00,0.0
2017-05-05 17:59:30,125.0
2017-05-05 18:00:00,3.0
2017-05-05 18:00:30,134.0
2017-05-05 18:01:00,70.0
2017-05-05 18:01:30,54.0
2017-05-05 18:02:00,43.0
2017-05-05 18:02:30,0.0
2017-05-05 18:03:00,204.0
2017-05-05 18:03:30,3.0
2017-05-05 18:04:00,5.0
2017-05-05 18:04:30,79.0
2017-05-05 18:05:00,125.0
2017-05-05 18:05:30,0.0
2017-05-05 18:06:00,11.0
2017-05-05 18:06:30,85.0
2017-05-05 18:07:00,0.0
2017-05-05 18:07:30,33.0
2017-05-05 18:08:00,8.0
2017-05-05 18:08:30,57.0
2017-05-05 18:09:00,13.0
2017-05-05 18:09:30,111.0
2017-05-05 18:10:00,73.0
2017-05-05 18:10:30,307.0
2017-05-05 18:11:00,153.0
2017-05-05 18:11:30,0.0
2017-05-05 18:12:00,2.0
2017-05-05 18:12:30,351.0
2017-05-05 18:13:00,297.0
2017-05-05 18:13:30,269.0
2017-05-05 18:14:00,111.0
2017-05-05 18:14:30,608.0
2017-05-05 18:15:00,172.0
2017-05-05 18:15:30,153.0
2017-05-05 18:16:00,144.0
2017-05-05 18:16:30,362.0
2017-05-05 18:17:00,471.0
2017-05-05 18:17:30,536.0
2017-05-05 18:18:00,518.0
2017-05-05 18:18:30,73.0
2017-05-05 18:19:00,24.0
2017-05-05 18:19:30,95.0
2017-05-05 18:20:00,149.0
2017-05-05 18:20:30,487.0
2017-05-05 18:21:00,149.0
2017-05-05 18:21:30,57.0
2017-05-05 18:22:00,278.0
2017-05-05 18:22:30,518.0
2017-05-05 18:23:00,427.0
2017-05-05 18:23:30,589.0
2017-05-05 18:24:00,307.0
2017-05-05 18:24:30,278.0
2017-05-05 18:25:00,329.0
2017-05-05 18:25:30,259.0
2017-05-05 18:26:00,149.0
2017-05-05 18:26:30,92.0
2017-05-05 18:27:00,198.0
2017-05-05 18:27:30,139.0
2017-05-05 18:28:00,60.0
2017-05-05 18:28:30,0.0
2017-05-05 18:29:00,92.0
2017-05-05 18:29:30,153.0
2017-05-05 18:30:00,149.0
2017-05-05 18:30:30,57.0
2017-05-05 18:31:00,95.0
2017-05-05 18:31:30,185.0
2017-05-05 18:32:00,185.0
2017-05-05 18:32:30,220.0
2017-05-05 18:33:00,204.0
2017-05-05 18:33:30,3.0
2017-05-05 18:34:00,251.0
2017-05-05 18:34:30,21.0
2017-05-05 18:35:00,76.0
2017-05-05 18:35:30,307.0
2017-05-05 18:36:00,125.0
2017-05-05 18:36:30,32.0
2017-05-05 18:37:00,24.0
2017-05-05 18:37:30,79.0
2017-05-05 18:38:00,198.0
2017-05-05 18:38:30,144.0
2017-05-05 18:39:00,243.0
2017-05-05 18:39:30,40.0
2017-05-05 18:40:00,111.0
2017-05-05 18:40:30,57.0
2017-05-05 18:41:00,46.0
2017-05-05 18:41:30,14.0
2017-05-05 18:42:00,49.0
2017-05-05 18:42:30,25.0
2017-05-05 18:43:00,0.0
2017-05-05 18:43:30,0.0
2017-05-05 18:44:00,0.0
2017-05-05 18:44:30,0.0
2017-05-05 18:45:00,0.0
2017-05-05 18:45:30,0.0
2017-05-05 18:46:00,0.0
2017-05-05 18:46:30,0.0
2017-05-05 18:47:00,66.0
2017-05-05 18:47:30,9.0
2017-05-05 18:48:00,19.0
2017-05-05 18:48:30,24.0
2017-05-05 18:49:00,0.0
2017-05-05 18:49:30,0.0
2017-05-05 18:50:00,0.0
2017-05-05 18:50:30,16.0
2017-05-05 18:51:00,0.0
