block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,inst_key.keys,inst_key.rt,ready_key.keys,ready_key.rt,condition,blockType,blockImage,TTL,date,frameRate,expName,session,participant,
0,0,0,0,space,22.1817430122,space,3.61658260092,even,closed,rc-0,8,2017_Jun_27_1754,60.0058893491,RSI,001,200612,
1,0,1,0,space,25.4646016195,space,2.90006953626,even,open,ro-1,7,2017_Jun_27_1754,60.0058893491,RSI,001,200612,
2,0,2,0,space,12.6822411202,space,3.18322258209,even,open,ro-2,7,2017_Jun_27_1754,60.0058893491,RSI,001,200612,
3,0,3,0,space,10.7324284639,space,3.36655806438,even,closed,rc-2,8,2017_Jun_27_1754,60.0058893491,RSI,001,200612,
4,0,4,0,space,11.9156674037,space,3.66654703095,even,open,ro-3,7,2017_Jun_27_1754,60.0058893491,RSI,001,200612,
5,0,5,0,space,11.532609874,space,3.36662958922,even,closed,rc-3,8,2017_Jun_27_1754,60.0058893491,RSI,001,200612,
6,0,6,0,space,11.3990746033,space,3.33322620645,even,closed,rc-3,8,2017_Jun_27_1754,60.0058893491,RSI,001,200612,
7,0,7,0,space,11.7323774664,space,3.23325757474,even,open,ro-3,7,2017_Jun_27_1754,60.0058893491,RSI,001,200612,
