block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,inst_key.keys,inst_key.rt,ready_key.keys,ready_key.rt,condition,blockType,blockImage,TTL,date,frameRate,expName,session,participant,
0,0,0,0,space,27.7646346218,space,3.86655344581,even,closed,rc-0,8,2017_Nov_15_1017,60.0067554569,RSI,001,202208,
1,0,1,0,space,25.4649035614,space,3.08326269034,even,open,ro-1,7,2017_Nov_15_1017,60.0067554569,RSI,001,202208,
2,0,2,0,space,17.831882468,space,3.54994956357,even,open,ro-2,7,2017_Nov_15_1017,60.0067554569,RSI,001,202208,
3,0,3,0,space,12.2823068867,space,3.34990081144,even,closed,rc-2,8,2017_Nov_15_1017,60.0067554569,RSI,001,202208,
4,0,4,0,space,12.5159890242,space,3.21700753272,even,open,ro-3,7,2017_Nov_15_1017,60.0067554569,RSI,001,202208,
5,0,5,0,space,11.7323695109,space,3.0500097028,even,closed,rc-3,8,2017_Nov_15_1017,60.0067554569,RSI,001,202208,
6,0,6,0,space,11.9496073346,space,3.58323045634,even,closed,rc-3,8,2017_Nov_15_1017,60.0067554569,RSI,001,202208,
7,0,7,0,space,13.1488693133,space,3.34981132485,even,open,ro-3,7,2017_Nov_15_1017,60.0067554569,RSI,001,202208,
