block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,inst_key.keys,inst_key.rt,ready_key.keys,ready_key.rt,condition,blockType,blockImage,TTL,date,frameRate,expName,session,participant,
0,0,0,0,space,16.7824387597,space,2.63331011182,even,closed,rc-0,8,2017_Jun_27_1042,59.9968825768,RSI,001,100788,
1,0,1,0,space,25.4314137734,space,2.94995570592,even,open,ro-1,7,2017_Jun_27_1042,59.9968825768,RSI,001,100788,
2,0,2,0,space,12.4489861114,space,2.73327104578,even,open,ro-2,7,2017_Jun_27_1042,59.9968825768,RSI,001,100788,
3,0,3,0,space,10.4327220686,space,2.7833009066,even,closed,rc-2,8,2017_Jun_27_1042,59.9968825768,RSI,001,100788,
4,0,4,0,space,11.4657331873,space,2.68329603136,even,open,ro-3,7,2017_Jun_27_1042,59.9968825768,RSI,001,100788,
5,0,5,0,space,11.199298351,space,2.7499177304,even,closed,rc-3,8,2017_Jun_27_1042,59.9968825768,RSI,001,100788,
6,0,6,0,space,11.2323178089,space,2.76667474929,even,closed,rc-3,8,2017_Jun_27_1042,59.9968825768,RSI,001,100788,
7,0,7,0,space,11.4998739495,space,2.78332688648,even,open,ro-3,7,2017_Jun_27_1042,59.9968825768,RSI,001,100788,
