TrialsF1.thisRepN,TrialsF1.thisTrialN,TrialsF1.thisN,TrialsF1.thisIndex,IPosition2,IPosition3,IPosition1,IPosition6,IPosition4,IPosition5,InstrKey_resp.keys,InstrKey_resp.rt,Image0 _Position,Image1 _Position,Image2 _Position,Image3 _Position,Center_image,condition,code,correct_answer,date,frameRate,expName,session,participant,
,,,,,,,,,,space,89.6101859906,,,,,,,,,2017_Mar_08_1746,60.0098161996,FEMA4ImagesEEG,001,100029,
