block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,inst_key.keys,inst_key.rt,ready_key.keys,ready_key.rt,condition,blockType,blockImage,TTL,date,frameRate,expName,session,participant,
0,0,0,0,space,25.2316044378,space,2.98326988026,odd,open,ro-0,7,2017_Jun_23_1153,60.0055044066,RSI,001,200707,
1,0,1,0,space,17.5152633757,space,2.96656991009,odd,closed,rc-1,8,2017_Jun_23_1153,60.0055044066,RSI,001,200707,
2,0,2,0,space,10.5658120015,space,2.7833301794,odd,closed,rc-2,8,2017_Jun_23_1153,60.0055044066,RSI,001,200707,
3,0,3,0,space,12.5660246521,space,2.73329569984,odd,open,ro-2,7,2017_Jun_23_1153,60.0055044066,RSI,001,200707,
4,0,4,0,space,11.2491460297,space,2.78330291649,odd,closed,rc-3,8,2017_Jun_23_1153,60.0055044066,RSI,001,200707,
5,0,5,0,space,11.7493561144,space,2.79995092678,odd,open,ro-3,7,2017_Jun_23_1153,60.0055044066,RSI,001,200707,
6,0,6,0,space,11.8656795358,space,3.03329024726,odd,open,ro-3,7,2017_Jun_23_1153,60.0055044066,RSI,001,200707,
7,0,7,0,space,11.2663328832,space,2.93332905679,odd,closed,rc-3,8,2017_Jun_23_1153,60.0055044066,RSI,001,200707,
