IPosition2,IPosition3,IPosition1,IPosition6,IPosition4,IPosition5,TrialsF1.thisRepN,TrialsF1.thisTrialN,TrialsF1.thisN,TrialsF1.thisIndex,TrialsM1.thisRepN,TrialsM1.thisTrialN,TrialsM1.thisN,TrialsM1.thisIndex,TrialsF2.thisRepN,TrialsF2.thisTrialN,TrialsF2.thisN,TrialsF2.thisIndex,TrialsM2.thisRepN,TrialsM2.thisTrialN,TrialsM2.thisN,TrialsM2.thisIndex,TrialsF3.thisRepN,TrialsF3.thisTrialN,TrialsF3.thisN,TrialsF3.thisIndex,TrialsM3.thisRepN,TrialsM3.thisTrialN,TrialsM3.thisN,TrialsM3.thisIndex,InstrKey_resp.keys,InstrKey_resp.rt,Image0 _Position,Image1 _Position,Image2 _Position,Image3 _Position,Center_image,condition,code,correct_answer,accuracy,Key_Resp.keys,Key_Resp.rt,BreakKey_resp.keys,BreakKey_resp.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.832901564,,,,,,,,,,,,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AFSA21.JPG,AFNE23.JPG,AFNE21.JPG,AFSA25.JPG,AFNE25.JPG,AFSA23.JPG,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,AFSA01.jpg,AFNE11.jpg,AFSA09.jpg,AFNE14.jpg,AFSA01.jpg,FS,4,num_8,16,num_8,2.96663054066,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AMSA21.JPG,AMNE22.JPG,AMNE21.JPG,AMSA23.JPG,AMSA22.JPG,AMNE23.JPG,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,AFSA10.jpg,AFSA18.jpg,AFNE19.jpg,AFNE04.jpg,AFNE04.jpg,FN,3,num_4,16,num_4,0.783447318958,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AFSA25.JPG,AFNE24.JPG,AFSA24.JPG,AFNE21.JPG,AFSA21.JPG,AFNE25.JPG,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,AFNE07.jpg,AFSA18.jpg,AFNE15.jpg,AFSA10.jpg,AFSA10.jpg,FS,4,num_4,32,num_2,2.88331514203,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AMNE23.JPG,AMNE24.JPG,AMNE22.JPG,AMSA24.JPG,AMSA22.JPG,AMSA23.JPG,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,AFNE13.jpg,AFSA02.jpg,AFNE19.jpg,AFSA12.jpg,AFSA12.jpg,FS,4,num_4,16,num_4,1.08345299604,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AFNE22.JPG,AFSA24.JPG,AFSA22.JPG,AFNE25.JPG,AFNE24.JPG,AFSA25.JPG,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,AFNE04.jpg,AFSA15.jpg,AFSA19.jpg,AFNE20.jpg,AFSA19.jpg,FS,4,num_2,32,num_6,0.966748893683,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AMNE22.JPG,AMSA24.JPG,AMSA22.JPG,AMNE25.JPG,AMNE24.JPG,AMSA25.JPG,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,AFSA15.jpg,AFNE01.jpg,AFNE14.jpg,AFSA01.jpg,AFNE14.jpg,FN,3,num_2,32,num_8,2.46663519139,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AMSA21.JPG,AMNE23.JPG,AMNE21.JPG,AMSA25.JPG,AMNE25.JPG,AMSA23.JPG,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,AFSA04.jpg,AFNE10.jpg,AFSA12.jpg,AFNE11.jpg,AFSA04.jpg,FS,4,num_8,32,num_2,2.51666227788,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AMSA25.JPG,AMNE24.JPG,AMSA24.JPG,AMNE26.JPG,AMSA21.JPG,AMNE25.JPG,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,AFSA11.jpg,AFNE18.jpg,AFSA19.jpg,AFNE08.jpg,AFSA19.jpg,FS,4,num_2,32,num_6,2.96664593618,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AFSA21.JPG,AFNE22.JPG,AFNE21.JPG,AFSA23.JPG,AFSA22.JPG,AFNE23.JPG,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,AFNE09.jpg,AFSA08.jpg,AFSA12.jpg,AFNE10.jpg,AFNE09.jpg,FN,3,num_8,16,num_8,0.700131599588,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AFNE23.JPG,AFNE24.JPG,AFNE22.JPG,AFSA24.JPG,AFSA22.JPG,AFSA23.JPG,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,AFSA06.jpg,AFNE13.jpg,AFNE19.jpg,AFSA16.jpg,AFNE19.jpg,FN,3,num_2,32,num_4,1.01676603724,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AMNE23.JPG,AMNE24.JPG,AMNE22.JPG,AMSA24.JPG,AMSA22.JPG,AMSA23.JPG,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,AMSA08.jpg,AMNE08.jpg,AMSA04.jpg,AMNE01.jpg,AMNE08.jpg,MN,1,num_6,16,num_6,0.866780679018,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AMNE22.JPG,AMSA24.JPG,AMSA22.JPG,AMNE25.JPG,AMNE24.JPG,AMSA25.JPG,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,AMSA01.jpg,AMNE06.jpg,AMSA10.jpg,AMNE16.jpg,AMNE06.jpg,MN,1,num_6,32,num_4,2.05003574646,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AFNE22.JPG,AFSA24.JPG,AFSA22.JPG,AFNE25.JPG,AFNE24.JPG,AFSA25.JPG,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,AMSA18.jpg,AMSA04.jpg,AMNE04.jpg,AMNE13.jpg,AMNE04.jpg,MN,1,num_2,16,num_2,1.98339561568,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AFSA21.JPG,AFNE23.JPG,AFNE21.JPG,AFSA25.JPG,AFNE25.JPG,AFSA23.JPG,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,AMSA19.jpg,AMSA20.jpg,AMNE08.jpg,AMNE20.jpg,AMSA20.jpg,MS,2,num_6,16,num_6,1.8833895537,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AMSA25.JPG,AMNE24.JPG,AMSA24.JPG,AMNE26.JPG,AMSA21.JPG,AMNE25.JPG,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,AMNE18.jpg,AMNE05.jpg,AMSA12.jpg,AMSA10.jpg,AMNE05.jpg,MN,1,num_6,16,num_6,0.6334738281,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AFNE23.JPG,AFNE24.JPG,AFNE22.JPG,AFSA24.JPG,AFSA22.JPG,AFSA23.JPG,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,AMNE16.jpg,AMSA10.jpg,AMSA05.jpg,AMNE01.jpg,AMSA05.jpg,MS,2,num_2,32,num_4,1.73337725332,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
AMSA21.JPG,AMNE23.JPG,AMNE21.JPG,AMSA25.JPG,AMNE25.JPG,AMSA23.JPG,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,AMNE10.jpg,AMSA02.jpg,AMNE17.jpg,AMSA01.jpg,AMSA01.jpg,MS,2,num_4,32,num_2,1.63340262385,,,2017_May_18_1435,60.0039068691,FEMA4ImagesEEG,001,100484,
